Timestamp (ms since Unix Epoch),X,Y,Z,Activity
1565081471519,0.824768,0.0723877,0.665344,0
1565081471560,0.829102,0.0715332,0.643127,0
1565081471600,0.886902,0.0545044,0.580688,0
1565081471641,0.914124,0.0826416,0.56543,0
1565081471681,0.832397,0.130493,0.566772,0
1565081471722,0.833984,0.127808,0.563171,0
1565081471761,0.884888,0.0751953,0.55072,0
1565081471802,0.886597,0.0197144,0.542114,0
1565081471842,0.855103,0.0136108,0.535339,0
1565081471883,0.815674,0.0460815,0.526184,0
1565081471922,0.764954,0.0510864,0.509766,0
1565081471962,0.804016,0.0270996,0.500122,0
1565081472003,0.836243,0.0167236,0.50061,0
1565081472042,0.814026,0.022522,0.512573,0
1565081472083,0.809753,0.0223389,0.522827,0
1565081472123,0.814697,0.00982666,0.497925,0
1565081472164,0.893494,-0.00482178,0.455383,0
1565081472204,0.964111,0.0022583,0.422546,0
1565081472245,0.970764,-0.00848389,0.378296,0
1565081472284,1.00397,-0.053894,0.341614,0
1565081472325,1.02283,-0.071167,0.341492,0
1565081472365,0.964355,-0.0844727,0.340515,0
1565081472406,0.919922,-0.0640869,0.358521,0
1565081472445,0.888672,-0.0380859,0.392273,0
1565081472486,0.855408,-0.00854492,0.421021,0
1565081472526,0.860657,-0.0339966,0.433044,0
1565081472567,0.943726,-0.105286,0.446777,0
1565081472606,0.965271,-0.16803,0.424744,0
1565081472647,0.936646,-0.184753,0.367981,0
1565081472687,0.927734,-0.141541,0.353088,0
1565081472726,0.873474,-0.0928345,0.348694,0
1565081472767,0.878113,-0.0942383,0.363892,0
1565081472807,0.970398,-0.0759277,0.442078,0
1565081472848,0.928833,-0.0604248,0.461243,0
1565081472888,0.939087,-0.0322876,0.502319,0
