Timestamp (ms since Unix Epoch),X,Y,Z,Activity,Resultant,x-mean,(x-mean)2,variance,,,,
1.56509E+12,0.240112,0.468323,0.938904,5,1.0763461,0.046514391,0.002163589,,,,,
1.56509E+12,0.306946,0.474609,1.02765,5,1.172831647,0.142999938,0.020448982,,,,,
1.56509E+12,0.290588,0.436401,0.953186,5,1.087865235,0.058033526,0.00336789,,,,,
1.56509E+12,0.294556,0.427429,0.915833,5,1.052715,0.022883291,0.000523645,,,,,
1.56509E+12,0.302917,0.411804,0.97052,5,1.09692767,0.067095961,0.004501868,,,,,
1.56509E+12,0.295654,0.413818,0.926758,5,1.057136233,0.027304524,0.000745537,,,,,
1.56509E+12,0.278625,0.423767,0.90802,5,1.040053211,0.010221502,0.000104479,,,,,
1.56509E+12,0.270325,0.430847,0.932129,5,1.061870621,0.032038912,0.001026492,,,,,
1.56509E+12,0.269531,0.435669,0.910095,5,1.044378929,0.01454722,0.000211622,,,,,
1.56509E+12,0.286926,0.426025,0.921204,5,1.054723016,0.024891307,0.000619577,,,,,
1.56509E+12,0.27948,0.425476,0.929565,5,1.059825451,0.029993742,0.000899625,,,,,
1.56509E+12,0.261047,0.430359,0.915955,5,1.04514495,0.015313241,0.000234495,,,,,
1.56509E+12,0.266541,0.43335,0.923462,5,1.054333151,0.024501442,0.000600321,,,,,
1.56509E+12,0.27301,0.428955,0.920532,5,1.051625416,0.021793707,0.000474966,,,,,
1.56509E+12,0.267517,0.426514,0.917725,5,1.046756282,0.016924573,0.000286441,,,,,
1.56509E+12,0.262634,0.431091,0.923279,5,1.052264311,0.022432602,0.000503222,,,,,
1.56509E+12,0.267029,0.433472,0.916016,5,1.047992259,0.01816055,0.000329806,,,,,
1.56509E+12,0.276123,0.434082,0.920227,5,1.054271704,0.024439995,0.000597313,,,,,
1.56509E+12,0.26886,0.43866,0.924988,5,1.058447493,0.028615784,0.000818863,,,,,
1.56509E+12,0.25824,0.44165,0.925354,5,1.057365899,0.027534191,0.000758132,,,,,
1.56509E+12,0.271301,0.431763,0.927429,5,1.058370479,0.02853877,0.000814461,,,,,
1.56509E+12,0.267273,0.427795,0.921692,5,1.050694799,0.02086309,0.000435269,,,,,
1.56509E+12,0.269897,0.425659,0.932739,5,1.060203762,0.030372053,0.000922462,,,,,
1.56509E+12,0.269287,0.428772,0.938293,5,1.066186977,0.036355268,0.001321706,,,,,
1.56509E+12,0.262329,0.438171,0.938843,5,1.068754653,0.038922944,0.001514996,,,,,
1.56509E+12,0.260559,0.441772,0.939941,5,1.070767284,0.040935575,0.001675721,,,,,
1.56509E+12,0.235413,0.443726,0.915771,5,1.044484834,0.014653125,0.000214714,,,,,
1.56509E+12,0.209778,0.453674,0.907898,5,1.036390701,0.006558992,4.30204E-05,,,,,
1.56509E+12,0.201904,0.465637,0.900513,5,1.033685979,0.003854271,1.48554E-05,,,,,
1.56509E+12,0.216614,0.462524,0.911133,5,1.044515878,0.014684169,0.000215625,,,,,
1.56509E+12,0.221436,0.455627,0.912598,5,1.043774389,0.01394268,0.000194398,,,,,
1.56509E+12,0.227112,0.453247,0.92395,5,1.053895776,0.024064067,0.000579079,,,,,
1.56509E+12,0.217102,0.449097,0.940857,5,1.064909991,0.035078282,0.001230486,,,,,
1.56509E+12,0.20636,0.452759,0.934753,5,1.058932638,0.02910093,0.000846864,,,,,
1.56509E+12,0.212891,0.456848,0.925415,5,1.053767334,0.023935626,0.000572914,,,,,
1.56509E+12,0.206543,0.458252,0.923157,5,1.051129751,0.021298042,0.000453607,,,,,
1.56509E+12,0.197815,0.462097,0.916809,5,1.045563558,0.015731849,0.000247491,,,,,
1.56509E+12,0.203247,0.463257,0.921753,5,1.051448993,0.021617284,0.000467307,,,,,
1.56509E+12,0.207642,0.461121,0.926147,5,1.055223219,0.02539151,0.000644729,,,,,
1.56509E+12,0.203552,0.457214,0.922485,5,1.049503041,0.019671332,0.000386961,,,,,
1.56509E+12,0.209351,0.457397,0.928894,5,1.056354069,0.026522361,0.000703436,,,,,
