Timestamp (ms since Unix Epoch),X,Y,Z
1.56509E+12,0.995361,0.0206909,0.190796
1.56509E+12,0.956543,0.0257568,0.197266
1.56509E+12,0.980591,0.0252686,0.19751
1.56509E+12,1.02863,0.0178223,0.194153
1.56509E+12,0.993103,0.0102539,0.203979
1.56509E+12,0.960571,0.0155029,0.193054
1.56509E+12,0.971497,0.0172729,0.191101
1.56509E+12,0.974182,0.0108032,0.195496
1.56509E+12,0.984436,0.00750732,0.185669
1.56509E+12,1.0058,0.0136719,0.183655
